Number of Vehicles in Lane 1,Number of Vehicles in Lane 2,Number of Vehicles in Lane 3,Number of Vehicles in Lane 4,Lane 1 Traffic Flow,Lane 2 Traffic Flow,Lane 3 Traffic Flow,Lane 4 Traffic Flow,Lane 1 On Time,Lane 2 On Time,Lane 3 On Time,Lane 4 On Time,Lane 1 Saturation Flow,Lane 2 Saturation Flow,Lane 3 Saturation Flow,Lane 4 Saturation Flow,Lane 1 Flow Ratio,Lane 2 Flow Ratio,Lane 3 Flow Ratio,Lane 4 Flow Ratio,Total Flow Ratio,Optimum Cycle Time,Width of Lane 1,Width of Lane 2,Width of Lane 3,Width of Lane 4,Intergreen Period,Amber Period,Number of Phases,Initial Delay,Minimum On Time,Maximum Cycle Time,Total Time Lost
24,26,0,38,33.0,41.5,0.0,66.75,22.0,28.0,10.0,44.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.23055555555555557,0.0,0.37083333333333335,0.7847222222222222,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,12,16,1,29.0,19.5,20.5,0.33,14.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.16111111111111112,0.10833333333333334,0.11388888888888889,0.0018333333333333335,0.3851666666666667,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,18,25,14,12.5,21.25,37.25,22.25,10.0,12.0,20.0,12.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.11805555555555555,0.20694444444444443,0.12361111111111112,0.5180555555555555,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,32,17,16,0.0,38.65,26.5,24.75,10.0,19.0,13.0,12.0,180.0,180.0,180.0,180.0,0.0,0.2147222222222222,0.14722222222222223,0.1375,0.4994444444444444,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,24,16,0,5.5,38.0,17.0,0.0,10.0,20.0,10.0,10.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.2111111111111111,0.09444444444444444,0.0,0.33611111111111114,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,4,16,14,12.5,4.0,17.0,22.25,10.0,10.0,12.0,13.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.022222222222222223,0.09444444444444444,0.12361111111111112,0.30972222222222223,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,21,1,7,12.5,28.0,1.0,11.0,10.0,17.0,10.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.15555555555555556,0.005555555555555556,0.06111111111111111,0.2916666666666667,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,10,9,18,25.25,14.25,12.5,21.25,12.0,10.0,10.0,12.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.07916666666666666,0.06944444444444445,0.11805555555555555,0.40694444444444444,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,24,16,14,32.58,33.0,17.0,22.25,18.0,18.0,10.0,12.0,180.0,180.0,180.0,180.0,0.181,0.18333333333333332,0.09444444444444444,0.12361111111111112,0.5823888888888888,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,7,0,10,24.75,11.0,0.0,14.25,14.0,10.0,10.0,12.0,180.0,180.0,180.0,180.0,0.1375,0.06111111111111111,0.0,0.07916666666666666,0.2777777777777778,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,14,29,12,0.33,22.25,41.25,19.5,10.0,13.0,19.0,11.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.12361111111111112,0.22916666666666666,0.10833333333333334,0.46294444444444444,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,27,1,9,22.25,42.33,0.33,12.5,11.0,23.0,10.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.23516666666666666,0.0018333333333333335,0.06944444444444445,0.4300555555555555,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,18,2,16,0.0,28.75,2.75,23.0,10.0,16.0,10.0,13.0,180.0,180.0,180.0,180.0,0.0,0.1597222222222222,0.015277777777777777,0.12777777777777777,0.30277777777777776,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,24,37,37,25.25,33.0,50.33,53.25,16.0,21.0,32.0,34.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.18333333333333332,0.2796111111111111,0.29583333333333334,0.8990555555555555,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,26,0,42,2.0,41.5,0.0,56.5,10.0,23.0,10.0,31.0,180.0,180.0,180.0,180.0,0.011111111111111112,0.23055555555555557,0.0,0.3138888888888889,0.5555555555555556,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,24,1,12,16.25,32.25,0.33,19.5,10.0,17.0,10.0,13.0,180.0,180.0,180.0,180.0,0.09027777777777778,0.17916666666666667,0.0018333333333333335,0.10833333333333334,0.3796111111111111,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,9,42,4,36.0,12.5,56.5,4.0,21.0,10.0,33.0,10.0,180.0,180.0,180.0,180.0,0.2,0.06944444444444445,0.3138888888888889,0.022222222222222223,0.6055555555555556,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,18,27,3,19.5,28.75,34.25,2.0,10.0,14.0,16.0,10.0,180.0,180.0,180.0,180.0,0.10833333333333334,0.1597222222222222,0.19027777777777777,0.011111111111111112,0.46944444444444444,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,16,24,22,38.0,24.75,33.0,32.58,26.0,17.0,23.0,23.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.1375,0.18333333333333332,0.181,0.7129444444444444,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,12,42,38,0.0,14.25,56.5,51.25,10.0,10.0,37.0,33.0,180.0,180.0,180.0,180.0,0.0,0.07916666666666666,0.3138888888888889,0.2847222222222222,0.6777777777777778,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,16,3,1,66.75,17.0,2.0,0.33,34.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.09444444444444444,0.011111111111111112,0.0018333333333333335,0.47822222222222227,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,25,17,29,2.0,36.0,26.5,41.25,10.0,20.0,15.0,23.0,180.0,180.0,180.0,180.0,0.011111111111111112,0.2,0.14722222222222223,0.22916666666666666,0.5875,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,0,12,16,5.5,0.0,19.5,23.0,10.0,10.0,11.0,13.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.0,0.10833333333333334,0.12777777777777777,0.26666666666666666,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,42,19,0,31.83,65.0,26.75,0.0,20.0,42.0,17.0,10.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.3611111111111111,0.1486111111111111,0.0,0.6865555555555556,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,30,12,37,11.0,43.75,25.25,50.33,10.0,33.0,19.0,37.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.24305555555555555,0.14027777777777778,0.2796111111111111,0.7240555555555555,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,25,2,26,20.5,42.5,2.75,41.5,11.0,24.0,10.0,24.0,180.0,180.0,180.0,180.0,0.11388888888888889,0.2361111111111111,0.015277777777777777,0.23055555555555557,0.5958333333333333,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,34,24,4,31.83,45.75,26.5,4.0,18.0,26.0,14.0,10.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.25416666666666665,0.14722222222222223,0.022222222222222223,0.6004444444444444,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,34,10,16,22.25,45.75,14.25,23.0,11.0,24.0,10.0,12.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.25416666666666665,0.07916666666666666,0.12777777777777777,0.5847222222222221,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,12,25,27,0.0,25.25,36.0,31.83,10.0,13.0,19.0,17.0,180.0,180.0,180.0,180.0,0.0,0.14027777777777778,0.2,0.17683333333333331,0.5171111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,26,3,7,43.75,41.5,2.0,11.0,23.0,22.0,10.0,10.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.23055555555555557,0.011111111111111112,0.06111111111111111,0.5458333333333333,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,33,9,42,33.0,46.5,12.5,56.5,23.0,32.0,10.0,39.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.25833333333333336,0.06944444444444445,0.3138888888888889,0.825,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,19,4,26,22.25,26.75,4.0,41.5,12.0,14.0,10.0,22.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.1486111111111111,0.022222222222222223,0.23055555555555557,0.525,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
2,4,27,12,2.75,4.0,42.33,14.25,10.0,10.0,21.0,10.0,180.0,180.0,180.0,180.0,0.015277777777777777,0.022222222222222223,0.23516666666666666,0.07916666666666666,0.35183333333333333,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,17,24,18,0.0,26.5,33.0,21.25,10.0,13.0,16.0,13.0,180.0,180.0,180.0,180.0,0.0,0.14722222222222223,0.18333333333333332,0.11805555555555555,0.44861111111111107,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,18,9,16,41.25,21.25,12.5,17.0,20.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.11805555555555555,0.06944444444444445,0.09444444444444444,0.5111111111111111,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,7,12,27,4.0,11.0,19.5,42.33,10.0,10.0,13.0,24.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.06111111111111111,0.10833333333333334,0.23516666666666666,0.4268333333333333,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
2,24,34,16,2.75,33.0,45.75,24.75,10.0,19.0,26.0,14.0,180.0,180.0,180.0,180.0,0.015277777777777777,0.18333333333333332,0.25416666666666665,0.1375,0.5902777777777777,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,18,27,17,33.5,28.75,42.33,30.5,26.0,22.0,33.0,23.0,180.0,180.0,180.0,180.0,0.18611111111111112,0.1597222222222222,0.23516666666666666,0.16944444444444445,0.7504444444444445,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,25,16,2,30.5,36.0,24.75,2.75,16.0,19.0,13.0,10.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.2,0.1375,0.015277777777777777,0.5222222222222221,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,24,5,18,43.75,33.0,10.5,21.25,24.0,18.0,10.0,12.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.18333333333333332,0.058333333333333334,0.11805555555555555,0.6027777777777777,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,12,27,0,65.0,19.5,42.33,0.0,43.0,13.0,28.0,10.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.10833333333333334,0.23516666666666666,0.0,0.7046111111111111,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,16,26,38,36.0,24.75,41.5,66.75,22.0,15.0,26.0,41.0,180.0,180.0,180.0,180.0,0.2,0.1375,0.23055555555555557,0.37083333333333335,0.9388888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,33,25,19,31.83,46.5,42.5,26.75,22.0,33.0,30.0,19.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.25833333333333336,0.2361111111111111,0.1486111111111111,0.819888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,24,31,1,56.5,29.0,44.5,0.33,41.0,21.0,32.0,10.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.16111111111111112,0.24722222222222223,0.0018333333333333335,0.7240555555555556,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,16,30,14,28.0,17.0,43.75,16.25,14.0,10.0,24.0,10.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.09444444444444444,0.24305555555555555,0.09027777777777778,0.5833333333333334,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,1,0,4,21.25,0.33,0.0,4.0,17.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.0018333333333333335,0.0,0.022222222222222223,0.1421111111111111,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,22,1,24,28.0,32.58,1.0,29.0,14.0,16.0,10.0,14.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.181,0.005555555555555556,0.16111111111111112,0.5032222222222222,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,1,42,0,50.33,0.33,56.5,0.0,28.0,10.0,31.0,10.0,180.0,180.0,180.0,180.0,0.2796111111111111,0.0018333333333333335,0.3138888888888889,0.0,0.5953333333333333,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,9,4,14,66.75,12.5,4.0,22.25,40.0,10.0,10.0,13.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.06944444444444445,0.022222222222222223,0.12361111111111112,0.586111111111111,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,24,27,1,16.25,33.0,42.33,1.0,10.0,17.0,21.0,10.0,180.0,180.0,180.0,180.0,0.09027777777777778,0.18333333333333332,0.23516666666666666,0.005555555555555556,0.5143333333333333,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
19,16,25,42,26.75,20.5,42.5,56.5,19.0,15.0,30.0,40.0,180.0,180.0,180.0,180.0,0.1486111111111111,0.11388888888888889,0.2361111111111111,0.3138888888888889,0.8125,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,22,24,34,20.5,32.58,29.0,45.75,14.0,23.0,20.0,32.0,180.0,180.0,180.0,180.0,0.11388888888888889,0.181,0.16111111111111112,0.25416666666666665,0.7101666666666666,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,42,0,18,50.33,56.5,0.0,28.75,35.0,39.0,10.0,20.0,180.0,180.0,180.0,180.0,0.2796111111111111,0.3138888888888889,0.0,0.1597222222222222,0.7532222222222221,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,24,27,19,66.75,29.0,31.83,26.75,45.0,20.0,21.0,18.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.16111111111111112,0.17683333333333331,0.1486111111111111,0.8573888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,2,34,16,28.75,2.75,45.75,17.0,15.0,10.0,24.0,10.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.015277777777777777,0.25416666666666665,0.09444444444444444,0.523611111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
2,12,24,24,2.75,25.25,26.5,32.25,10.0,13.0,14.0,17.0,180.0,180.0,180.0,180.0,0.015277777777777777,0.14027777777777778,0.14722222222222223,0.17916666666666667,0.4819444444444445,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,3,16,18,43.75,3.0,24.75,28.75,24.0,10.0,14.0,16.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.016666666666666666,0.1375,0.1597222222222222,0.5569444444444445,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,30,9,12,41.25,33.5,12.5,14.25,22.0,18.0,10.0,10.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.18611111111111112,0.06944444444444445,0.07916666666666666,0.5638888888888889,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,16,18,30,53.25,20.5,28.75,43.75,38.0,15.0,20.0,31.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.11388888888888889,0.1597222222222222,0.24305555555555555,0.8125,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,17,4,12,36.0,26.5,4.0,14.25,17.0,13.0,10.0,10.0,180.0,180.0,180.0,180.0,0.2,0.14722222222222223,0.022222222222222223,0.07916666666666666,0.44861111111111107,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,0,9,2,4.0,0.0,12.5,2.75,10.0,10.0,15.0,10.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.0,0.06944444444444445,0.015277777777777777,0.10694444444444445,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
2,38,19,24,2.75,51.25,26.75,38.0,10.0,33.0,17.0,24.0,180.0,180.0,180.0,180.0,0.015277777777777777,0.2847222222222222,0.1486111111111111,0.2111111111111111,0.6597222222222222,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,12,14,30,12.5,14.25,22.25,33.5,10.0,10.0,12.0,17.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.07916666666666666,0.12361111111111112,0.18611111111111112,0.45833333333333337,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,37,16,4,30.5,50.33,17.0,4.0,16.0,27.0,10.0,10.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.2796111111111111,0.09444444444444444,0.022222222222222223,0.5657222222222222,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,31,17,4,38.0,44.5,26.5,4.0,22.0,26.0,15.0,10.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.24722222222222223,0.14722222222222223,0.022222222222222223,0.6277777777777779,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,29,12,24,3.0,41.25,19.5,32.25,10.0,22.0,12.0,17.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.22916666666666666,0.10833333333333334,0.17916666666666667,0.5333333333333333,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,38,29,18,17.0,51.25,41.25,21.25,12.0,37.0,30.0,15.0,180.0,180.0,180.0,180.0,0.09444444444444444,0.2847222222222222,0.22916666666666666,0.11805555555555555,0.7263888888888889,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,0,0,37,11.0,0.0,0.0,53.25,10.0,10.0,10.0,29.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.0,0.0,0.29583333333333334,0.35694444444444445,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,25,16,26,36.0,42.5,23.0,41.5,26.0,31.0,17.0,30.0,180.0,180.0,180.0,180.0,0.2,0.2361111111111111,0.12777777777777777,0.23055555555555557,0.7944444444444445,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,26,24,16,21.25,41.5,38.0,23.0,14.0,26.0,24.0,15.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.23055555555555557,0.2111111111111111,0.12777777777777777,0.6875,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,5,17,12,56.5,10.5,30.5,19.5,34.0,10.0,18.0,12.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.058333333333333334,0.16944444444444445,0.10833333333333334,0.6500000000000001,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,7,12,0,26.5,11.0,14.25,0.0,15.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.06111111111111111,0.07916666666666666,0.0,0.2875,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,4,2,30,41.5,5.5,2.75,43.75,22.0,10.0,10.0,23.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.030555555555555555,0.015277777777777777,0.24305555555555555,0.5194444444444445,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,21,27,12,0.0,28.0,34.25,19.5,10.0,13.0,16.0,12.0,180.0,180.0,180.0,180.0,0.0,0.15555555555555556,0.19027777777777777,0.10833333333333334,0.45416666666666666,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,29,30,24,19.5,41.25,33.5,38.0,14.0,29.0,24.0,27.0,180.0,180.0,180.0,180.0,0.10833333333333334,0.22916666666666666,0.18611111111111112,0.2111111111111111,0.7347222222222223,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,37,24,16,37.25,50.33,32.25,24.75,27.0,36.0,23.0,18.0,180.0,180.0,180.0,180.0,0.20694444444444443,0.2796111111111111,0.17916666666666667,0.1375,0.8032222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,2,14,14,42.5,2.75,16.25,22.25,20.0,10.0,10.0,13.0,180.0,180.0,180.0,180.0,0.2361111111111111,0.015277777777777777,0.09027777777777778,0.12361111111111112,0.4652777777777778,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,18,3,38,32.58,28.75,2.0,51.25,18.0,16.0,10.0,29.0,180.0,180.0,180.0,180.0,0.181,0.1597222222222222,0.011111111111111112,0.2847222222222222,0.6365555555555555,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,12,38,5,12.5,14.25,51.25,10.5,10.0,10.0,25.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.07916666666666666,0.2847222222222222,0.058333333333333334,0.4916666666666667,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,16,4,9,23.0,24.75,4.0,10.75,11.0,11.0,10.0,10.0,180.0,180.0,180.0,180.0,0.12777777777777777,0.1375,0.022222222222222223,0.059722222222222225,0.3472222222222222,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,0,25,38,65.0,0.0,36.0,51.25,40.0,10.0,22.0,32.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.0,0.2,0.2847222222222222,0.8458333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,22,32,38,42.5,32.58,38.65,66.75,24.0,19.0,22.0,38.0,180.0,180.0,180.0,180.0,0.2361111111111111,0.181,0.2147222222222222,0.37083333333333335,1.0026666666666666,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,21,42,18,42.5,28.0,65.0,28.75,27.0,18.0,41.0,18.0,180.0,180.0,180.0,180.0,0.2361111111111111,0.15555555555555556,0.3611111111111111,0.1597222222222222,0.9125,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,30,1,9,31.83,43.75,0.33,12.5,17.0,23.0,10.0,10.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.24305555555555555,0.0018333333333333335,0.06944444444444445,0.49116666666666664,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,42,0,3,28.75,56.5,0.0,3.0,14.0,29.0,10.0,10.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.3138888888888889,0.0,0.016666666666666666,0.49027777777777776,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,2,12,5,56.5,2.75,25.25,10.5,30.0,10.0,14.0,10.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.015277777777777777,0.14027777777777778,0.058333333333333334,0.5277777777777778,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,16,19,0,12.5,23.0,26.75,0.0,10.0,12.0,14.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.12777777777777777,0.1486111111111111,0.0,0.3458333333333333,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,4,7,16,0.33,5.5,11.0,23.0,10.0,10.0,11.0,14.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.030555555555555555,0.06111111111111111,0.12777777777777777,0.22127777777777777,55.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,34,14,17,34.25,45.75,22.25,26.5,24.0,32.0,15.0,18.0,180.0,180.0,180.0,180.0,0.19027777777777777,0.25416666666666665,0.12361111111111112,0.14722222222222223,0.7152777777777778,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,29,33,10,43.75,41.25,46.5,14.25,31.0,29.0,33.0,10.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.22916666666666666,0.25833333333333336,0.07916666666666666,0.8097222222222222,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,12,25,30,4.0,25.25,37.25,33.5,10.0,14.0,21.0,19.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.14027777777777778,0.20694444444444443,0.18611111111111112,0.5555555555555556,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,14,38,3,25.25,16.25,51.25,2.0,13.0,10.0,29.0,10.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.09027777777777778,0.2847222222222222,0.011111111111111112,0.5263888888888888,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,18,37,16,37.25,28.75,53.25,17.0,28.0,22.0,41.0,13.0,180.0,180.0,180.0,180.0,0.20694444444444443,0.1597222222222222,0.29583333333333334,0.09444444444444444,0.7569444444444444,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
